1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
1.57889e+09,1.57889e+09
